MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
20,5,80.0,9605,1,3,3,0,0,0,23,2,2,0,2,7,6,2007,2007,1,1,13,14,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1218.0,1218.0,1,0,1,4,1218,0,0,1218,0.0,0.0,1,1,3,1,2,6,7,0,2,5,2007.0,1,2.0,576.0,4,4,2,0,178,0,0,0,0,0,4,2009,9,4,159000
20,5,63.0,7500,1,3,3,0,4,0,23,2,2,0,2,7,5,2006,2006,1,1,13,14,0.0,2,4,2,2,2,3,2,54.0,5,0.0,1087.0,1141.0,1,0,1,4,1141,0,0,1141,1.0,0.0,1,1,3,1,2,6,7,0,2,5,2006.0,1,2.0,484.0,4,4,2,182,0,0,0,0,0,0,6,2009,9,4,152000
20,5,63.0,7500,1,3,3,0,4,0,23,2,2,0,2,6,5,2004,2004,1,1,13,14,0.0,3,4,2,2,4,3,5,0.0,5,0.0,1158.0,1158.0,1,0,1,4,1158,0,0,1158,0.0,0.0,1,1,3,1,2,5,7,0,2,1,1979.0,2,0.0,0.0,4,4,2,0,50,0,0,0,0,0,8,2009,9,4,143500
60,5,96.0,10628,1,0,3,0,0,0,23,2,2,0,5,7,5,2004,2004,1,1,13,14,0.0,2,4,2,2,4,1,5,0.0,5,0.0,835.0,835.0,1,0,1,4,871,941,0,1812,0.0,0.0,2,1,3,1,2,8,7,0,2,3,2004.0,1,2.0,478.0,4,4,2,146,91,0,0,0,0,0,1,2009,9,4,193000
20,5,76.0,10141,1,0,3,0,4,0,23,2,2,0,2,8,5,2004,2004,1,5,13,14,264.0,2,4,2,2,4,1,1,516.0,4,774.0,222.0,1512.0,1,0,1,4,1512,0,0,1512,0.0,0.0,2,0,3,1,2,6,7,0,2,1,2004.0,1,3.0,845.0,4,4,2,210,36,0,0,0,0,0,1,2009,9,4,203000
20,5,67.0,10083,1,3,3,0,4,0,23,2,2,0,2,7,5,2003,2003,1,1,13,14,0.0,2,4,2,2,4,3,2,833.0,5,0.0,343.0,1176.0,1,0,1,4,1200,0,0,1200,1.0,0.0,2,0,2,1,2,5,7,0,2,1,2003.0,1,2.0,555.0,4,4,2,0,41,0,0,0,0,0,8,2009,9,4,184900
20,5,63.0,13072,1,3,3,0,4,0,23,5,2,0,2,7,5,2004,2005,1,1,13,14,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1114.0,1114.0,1,0,1,4,1114,0,0,1114,0.0,0.0,1,1,3,1,2,6,7,0,2,5,2005.0,2,2.0,576.0,4,4,2,248,102,0,0,0,0,0,5,2009,9,4,159000
20,5,63.0,13072,1,3,3,0,4,0,23,5,2,0,2,5,5,2004,2004,1,1,13,14,0.0,3,4,2,2,4,3,5,0.0,5,0.0,1114.0,1114.0,1,0,1,4,1114,0,0,1114,0.0,0.0,1,1,3,1,2,6,7,0,2,1,1979.0,2,0.0,0.0,4,4,2,0,39,0,0,0,0,0,8,2009,9,4,142000
20,5,60.0,12450,1,3,3,0,4,0,23,5,2,0,2,5,5,2003,2004,1,1,13,14,0.0,3,4,2,2,4,3,2,836.0,5,0.0,278.0,1114.0,1,0,1,4,1114,0,0,1114,1.0,0.0,2,0,3,1,2,6,7,0,2,5,2004.0,2,2.0,576.0,4,4,2,0,42,0,0,0,0,0,6,2009,9,4,153000
20,5,61.0,7328,1,3,3,0,4,0,23,2,2,0,2,7,5,2008,2009,1,1,13,14,140.0,2,4,2,2,4,3,5,0.0,5,0.0,1450.0,1450.0,1,0,1,4,1450,0,0,1450,0.0,0.0,2,0,2,1,2,6,7,0,2,1,2008.0,1,3.0,788.0,4,4,2,0,93,0,0,0,0,0,2,2009,6,5,224243
60,5,43.0,11492,1,0,3,0,1,0,23,2,2,0,5,7,5,1996,1997,1,1,13,14,132.0,2,4,2,2,4,3,2,637.0,5,0.0,276.0,913.0,1,0,1,4,913,1209,0,2122,1.0,0.0,2,1,4,1,2,8,7,1,4,1,1997.0,1,2.0,559.0,4,4,2,0,74,0,0,0,0,0,4,2009,9,4,220000
20,5,88.0,10994,1,0,3,0,0,0,23,2,2,0,2,8,5,2005,2006,1,1,13,14,366.0,2,4,2,2,2,3,2,976.0,5,0.0,868.0,1844.0,1,0,1,4,1844,0,0,1844,1.0,0.0,2,0,2,1,2,7,7,1,2,1,2005.0,0,2.0,620.0,4,4,2,165,44,0,0,0,0,0,9,2009,0,0,257000
20,5,65.0,8529,1,0,3,0,4,0,23,2,2,0,2,7,5,2001,2001,1,1,13,14,0.0,2,4,2,2,4,3,2,20.0,5,0.0,1434.0,1454.0,1,0,1,4,1434,0,0,1434,0.0,0.0,2,0,3,1,2,6,7,1,4,1,2001.0,1,2.0,527.0,4,4,2,290,39,0,0,0,0,0,4,2009,9,4,189000
60,5,70.0,7703,1,3,3,0,4,0,23,2,2,0,5,6,6,1992,1992,1,1,6,6,0.0,2,2,2,2,2,3,2,52.0,4,364.0,400.0,816.0,1,0,1,4,833,897,0,1730,0.0,0.0,2,1,3,1,2,6,7,0,2,1,1992.0,1,2.0,528.0,4,4,2,0,91,0,0,168,0,0,11,2009,9,4,171500
160,5,75.0,10762,1,3,3,0,0,0,23,2,2,4,5,6,6,1980,1980,1,1,9,10,0.0,3,4,1,2,4,3,5,0.0,5,0.0,626.0,626.0,1,4,1,4,626,591,0,1217,0.0,0.0,1,1,3,1,4,6,7,1,4,1,1980.0,1,1.0,288.0,4,4,2,0,28,0,0,0,0,0,4,2009,9,4,120000
120,5,50.0,7175,1,3,3,0,4,0,23,2,2,4,2,6,5,1990,1991,1,1,9,7,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1332.0,1332.0,1,2,1,4,1332,0,0,1332,0.0,0.0,2,0,2,1,2,5,7,0,2,1,1990.0,1,2.0,542.0,4,4,2,0,60,0,0,0,0,0,2,2009,9,4,145000
60,5,70.0,9109,1,3,3,0,4,0,23,5,2,0,5,7,5,1994,1994,1,1,13,14,0.0,2,4,2,2,4,3,3,36.0,2,596.0,122.0,754.0,1,0,1,4,754,786,0,1540,1.0,0.0,2,1,3,1,2,6,7,0,2,1,1994.0,1,2.0,495.0,4,4,2,140,32,0,0,0,0,0,10,2009,9,4,184000
60,5,68.0,10274,1,0,3,0,1,0,23,2,2,0,5,6,7,1986,1986,1,1,13,14,141.0,3,2,1,2,4,3,4,331.0,5,0.0,345.0,676.0,1,4,1,4,698,702,0,1400,0.0,0.0,2,1,3,1,4,6,7,0,2,1,1986.0,1,2.0,465.0,4,4,2,0,48,0,0,0,0,0,7,2009,9,4,162000
90,5,75.0,8250,1,3,3,0,4,0,23,2,2,2,5,6,7,1981,1981,1,1,14,16,0.0,3,4,3,4,4,3,2,0.0,5,0.0,0.0,0.0,1,4,1,4,964,918,0,1882,0.0,0.0,2,0,4,2,4,8,7,2,4,1,1981.0,2,2.0,612.0,4,4,2,0,0,0,0,0,0,0,5,2009,9,4,160000
20,4,60.0,8400,1,3,3,0,4,0,23,1,2,0,2,4,4,1950,1950,1,1,14,0,0.0,1,1,1,4,1,3,5,0.0,5,0.0,721.0,721.0,1,2,1,4,841,0,0,841,0.0,0.0,1,0,2,1,4,4,7,0,2,4,1950.0,2,1.0,294.0,4,4,0,250,0,24,0,0,0,0,9,2009,9,4,82000
45,4,60.0,9000,1,3,3,0,0,0,23,2,2,0,1,6,3,1928,1950,1,1,14,15,0.0,3,4,0,1,1,3,5,0.0,5,0.0,784.0,784.0,1,4,0,0,784,0,0,784,0.0,0.0,1,0,2,1,4,5,7,0,2,5,1950.0,2,2.0,360.0,1,1,0,0,0,91,0,0,0,0,10,2009,9,4,76000
20,5,63.0,9750,1,0,3,0,4,0,22,2,2,0,2,5,5,1962,1962,3,1,6,10,0.0,3,4,1,4,4,3,3,68.0,1,884.0,28.0,980.0,1,2,1,4,980,0,0,980,1.0,0.0,1,0,3,1,4,5,7,0,2,5,1969.0,2,2.0,400.0,4,4,2,0,28,0,0,0,0,0,11,2009,9,4,110000
20,5,71.0,7064,1,3,3,0,4,0,22,2,2,0,2,5,6,1977,1977,1,1,9,10,153.0,3,4,1,4,4,3,1,560.0,5,0.0,420.0,980.0,1,4,1,4,980,0,0,980,0.0,0.0,1,0,3,1,4,6,7,0,2,5,1986.0,2,2.0,484.0,4,4,2,192,0,0,0,0,0,0,7,2009,9,4,135000
20,5,68.0,8499,1,0,3,0,0,0,22,1,2,0,2,5,6,1961,1961,1,1,8,8,0.0,3,4,1,4,4,3,2,660.0,5,0.0,204.0,864.0,1,0,1,4,864,0,0,864,1.0,0.0,1,0,3,1,4,5,7,0,2,5,1982.0,2,2.0,732.0,4,4,2,0,312,0,0,0,0,0,6,2009,9,4,141000
20,5,68.0,9079,1,0,3,0,4,0,22,2,2,0,2,5,5,1961,1961,1,1,14,10,0.0,3,4,1,4,4,3,1,864.0,5,0.0,0.0,864.0,1,4,1,4,864,0,0,864,0.0,0.0,1,0,2,1,4,5,7,0,2,1,1961.0,2,1.0,440.0,4,4,2,158,0,0,0,0,0,0,7,2009,9,4,122000
20,5,68.0,9316,1,0,3,0,4,0,22,2,2,0,2,5,5,1965,1965,1,1,6,10,0.0,3,4,1,4,4,3,4,544.0,5,0.0,480.0,1024.0,1,2,1,4,1020,0,0,1020,0.0,0.0,2,0,3,1,4,5,7,0,2,1,1965.0,2,1.0,288.0,4,4,2,171,0,0,0,0,0,0,5,2009,7,3,124100
20,5,68.0,7791,1,0,3,0,4,0,22,5,2,0,2,5,8,1963,1995,1,1,9,10,0.0,2,2,1,4,4,3,0,624.0,5,0.0,288.0,912.0,1,0,1,4,912,0,0,912,1.0,0.0,1,0,3,1,2,6,7,0,2,1,1963.0,1,1.0,300.0,4,4,2,0,0,0,0,0,0,0,10,2009,9,4,129000
20,5,80.0,10000,1,3,3,0,0,0,22,1,2,0,2,5,6,1961,1983,3,1,6,6,0.0,3,4,1,4,4,3,1,594.0,5,0.0,270.0,864.0,1,0,1,4,1144,0,0,1144,1.0,0.0,1,0,3,1,4,6,7,1,4,1,1961.0,1,1.0,264.0,4,4,2,165,0,0,0,0,0,400,3,2009,9,4,131400
20,5,60.0,8281,1,0,3,0,4,0,22,2,2,0,2,5,5,1965,1965,1,1,8,8,0.0,3,4,1,4,4,3,4,553.0,1,311.0,0.0,864.0,1,2,1,4,864,0,0,864,0.0,0.0,1,0,3,1,4,5,7,1,3,5,1965.0,2,1.0,360.0,4,4,2,0,0,236,0,0,0,0,12,2009,9,4,62383
20,5,65.0,7150,1,3,3,0,4,0,22,1,2,0,2,5,6,1962,1962,1,1,13,14,60.0,3,4,1,4,4,3,3,140.0,1,590.0,182.0,912.0,1,2,1,4,912,0,0,912,0.0,1.0,1,0,3,1,4,6,7,0,2,1,1962.0,2,1.0,252.0,4,4,2,0,0,0,0,0,0,0,10,2009,9,4,123000
20,5,68.0,15676,1,0,2,0,4,0,27,2,2,0,2,8,8,1980,1980,1,1,13,14,115.0,2,2,1,2,2,1,0,1733.0,4,92.0,189.0,2014.0,1,2,1,4,2014,0,0,2014,1.0,0.0,2,0,2,1,2,6,0,2,2,1,1980.0,1,3.0,864.0,4,4,2,462,0,0,255,0,0,0,4,2009,9,4,275000
60,5,68.0,11949,1,3,3,0,4,0,18,2,2,0,5,7,8,1991,2008,1,1,13,14,196.0,2,2,2,2,4,3,2,601.0,0,216.0,158.0,975.0,1,0,1,4,975,780,0,1755,0.0,1.0,2,1,3,1,2,7,7,1,4,1,1991.0,2,2.0,524.0,4,4,2,502,60,0,0,0,0,0,7,2009,9,4,235000
160,2,32.0,2880,1,3,3,0,4,0,24,2,2,3,5,7,5,2004,2005,1,1,8,8,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1376.0,1376.0,1,0,1,4,1376,1629,0,3005,0.0,0.0,2,1,3,1,2,9,4,1,4,3,2004.0,0,3.0,704.0,4,4,2,0,177,0,0,0,0,0,7,2009,9,4,280750
160,2,40.0,3951,1,3,3,0,0,0,24,2,2,4,5,6,5,2009,2009,1,1,13,14,76.0,2,4,2,2,4,0,5,0.0,5,0.0,612.0,612.0,1,0,1,4,612,612,0,1224,0.0,0.0,2,1,2,1,2,4,7,0,2,5,2009.0,1,2.0,528.0,4,4,2,0,234,0,0,0,0,0,6,2009,6,5,164500
160,2,30.0,3000,1,3,3,0,4,0,24,2,2,4,5,6,5,2009,2009,1,1,13,14,76.0,2,4,2,2,4,0,2,294.0,5,0.0,318.0,612.0,1,0,1,4,612,612,0,1224,0.0,0.0,2,1,2,1,2,4,7,0,2,5,2009.0,1,2.0,528.0,4,4,2,0,234,0,0,0,0,0,6,2009,6,5,173733
120,2,68.0,3830,1,0,3,0,4,0,24,2,2,4,2,6,5,2008,2008,1,1,13,14,280.0,2,4,2,2,4,3,5,0.0,5,0.0,1726.0,1726.0,1,0,1,4,1726,0,0,1726,0.0,0.0,2,1,2,1,2,6,7,1,2,1,2008.0,0,2.0,561.0,4,4,2,0,254,0,0,0,0,0,1,2009,6,5,222000
120,2,68.0,4217,1,0,3,0,4,0,24,2,2,4,2,6,5,2008,2008,1,1,13,14,252.0,2,4,2,2,4,3,2,962.0,5,0.0,183.0,1145.0,1,0,1,4,1256,0,0,1256,1.0,0.0,1,1,1,1,2,5,7,1,2,1,2008.0,0,2.0,641.0,4,4,2,0,169,0,0,0,0,0,3,2009,9,4,195000
160,2,34.0,3230,1,3,3,0,4,0,24,2,2,4,5,6,5,1999,1999,1,1,8,8,894.0,3,4,2,2,4,3,2,381.0,5,0.0,348.0,729.0,1,2,1,4,742,729,0,1471,0.0,0.0,2,1,3,1,4,6,7,0,2,5,1999.0,2,2.0,440.0,4,4,2,0,24,0,0,0,0,0,3,2009,9,4,172500
160,2,34.0,2998,1,3,3,0,4,0,24,2,2,4,5,6,5,2000,2000,1,1,8,8,513.0,2,4,2,2,4,3,2,507.0,5,0.0,249.0,756.0,1,0,1,4,756,756,0,1512,1.0,0.0,2,1,2,1,2,4,7,0,2,5,2000.0,2,2.0,440.0,4,4,2,0,32,0,0,0,0,0,8,2009,9,4,180000
160,2,35.0,3768,1,3,3,0,2,0,24,2,2,4,5,7,5,1999,1999,3,1,8,8,218.0,2,4,2,2,4,3,2,549.0,5,0.0,142.0,691.0,1,0,1,4,713,739,0,1452,1.0,0.0,2,1,3,1,2,6,7,0,2,5,1999.0,2,2.0,506.0,4,4,2,0,34,0,0,0,0,0,9,2009,9,4,156000
160,2,24.0,2645,1,3,3,0,4,0,24,2,2,3,5,8,5,1999,2000,1,1,8,8,456.0,2,4,2,2,4,3,2,649.0,5,0.0,321.0,970.0,1,0,1,4,983,756,0,1739,1.0,0.0,2,1,3,1,2,7,7,0,2,1,1999.0,0,2.0,480.0,4,4,2,115,0,0,0,0,0,0,8,2009,9,0,172500
20,5,68.0,14694,1,0,3,0,4,0,27,2,2,0,2,8,9,1977,2008,1,1,8,8,450.0,0,0,1,2,2,1,2,1252.0,0,136.0,306.0,1694.0,1,0,1,4,1694,0,0,1694,1.0,0.0,2,0,2,1,0,5,7,1,2,1,1977.0,0,2.0,642.0,4,4,2,501,120,0,225,0,0,0,6,2009,9,4,318750
120,5,61.0,3782,1,0,3,0,1,0,9,2,2,4,2,8,5,1981,1981,1,1,14,10,0.0,2,4,1,2,4,1,2,960.0,5,0.0,266.0,1226.0,1,4,1,4,1226,0,0,1226,1.0,0.0,1,0,1,1,2,4,7,2,4,1,1981.0,0,2.0,484.0,4,4,2,133,78,0,0,0,0,0,9,2009,9,4,211500
20,5,110.0,15417,1,3,3,0,4,0,27,2,2,0,2,7,5,1981,1981,1,1,3,3,0.0,2,4,1,2,4,2,3,121.0,5,0.0,1619.0,1740.0,1,4,1,4,1740,0,0,1740,0.0,0.0,1,1,2,1,2,7,7,0,2,1,1981.0,1,2.0,540.0,4,4,2,228,20,218,0,0,0,0,6,2009,9,4,241600
80,5,80.0,9600,1,3,2,0,2,1,27,1,2,0,7,8,5,1976,1976,1,1,9,10,200.0,2,2,1,4,4,3,5,0.0,5,0.0,392.0,392.0,1,0,1,4,1487,1012,0,2499,0.0,0.0,2,1,4,1,4,5,7,1,2,1,1976.0,2,2.0,527.0,4,4,2,0,64,0,0,0,0,0,1,2009,9,0,180500
20,5,68.0,9991,1,0,3,0,0,0,22,1,2,0,2,4,4,1976,1993,1,1,9,10,0.0,3,4,1,4,4,3,1,1116.0,5,0.0,165.0,1281.0,1,0,1,4,1620,0,0,1620,1.0,0.0,2,0,3,1,4,8,2,1,4,1,1993.0,2,2.0,490.0,4,4,2,120,78,0,0,0,0,0,6,2009,9,4,150000
60,5,78.0,11700,1,3,3,0,4,0,17,6,2,0,5,6,6,1968,1968,1,1,8,8,0.0,3,4,1,4,4,3,4,298.0,5,0.0,429.0,727.0,1,0,1,4,829,727,0,1556,0.0,0.0,1,1,4,1,4,8,7,0,2,1,1968.0,2,2.0,441.0,4,4,2,0,0,0,0,0,0,0,5,2009,9,4,154000
20,5,68.0,11717,1,0,3,0,4,0,17,3,2,0,2,6,6,1970,1970,3,1,6,6,571.0,3,4,1,4,4,3,5,0.0,5,0.0,1442.0,1442.0,1,4,1,4,1442,0,0,1442,0.0,0.0,2,0,2,1,4,6,7,1,4,1,1970.0,1,2.0,615.0,4,4,2,371,0,0,0,0,0,0,2,2009,9,4,185000
20,5,68.0,9156,1,0,3,0,4,0,17,4,2,0,2,6,7,1968,1968,3,1,3,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,1489.0,1489.0,1,2,1,4,1489,0,0,1489,0.0,0.0,2,0,3,1,2,7,7,1,2,1,1968.0,1,2.0,462.0,4,4,2,0,0,0,0,0,0,0,8,2009,9,4,185750
60,5,68.0,10382,1,0,3,0,0,0,17,4,2,0,5,7,6,1973,1973,1,1,6,6,240.0,3,4,1,2,4,2,0,859.0,1,32.0,216.0,1107.0,1,0,1,4,1107,983,0,2090,1.0,0.0,2,1,3,1,4,7,7,2,4,1,1973.0,1,2.0,484.0,4,4,2,235,204,228,0,0,0,350,11,2009,9,4,200000
60,5,68.0,12732,1,0,3,0,1,0,17,4,2,0,5,7,6,1974,1974,1,1,13,14,0.0,3,4,1,4,4,2,2,560.0,3,42.0,150.0,752.0,1,4,1,4,1285,782,0,2067,0.0,0.0,2,1,3,1,2,7,7,2,4,1,1974.0,1,2.0,784.0,4,4,2,297,40,0,0,0,0,0,6,2009,9,4,206000
60,5,68.0,12936,1,0,3,0,1,0,17,2,2,0,5,6,6,1972,1972,1,1,6,10,0.0,3,4,1,4,2,3,1,593.0,5,0.0,130.0,723.0,1,4,1,4,735,660,0,1395,0.0,1.0,1,1,3,1,4,6,7,1,4,1,1972.0,2,2.0,497.0,4,4,2,294,116,0,0,0,0,0,12,2009,9,4,162000
60,5,80.0,10400,1,3,3,0,4,0,17,3,2,0,5,6,7,1967,1997,1,1,8,8,256.0,3,4,2,4,4,3,5,0.0,5,0.0,932.0,932.0,1,2,1,4,1271,1369,0,2640,0.0,0.0,2,1,5,1,2,8,7,1,4,1,1967.0,1,2.0,515.0,4,4,2,0,120,0,0,168,0,0,5,2009,9,4,256900
80,5,68.0,17871,1,0,3,0,1,0,17,2,2,0,7,6,5,1967,1976,1,1,6,6,359.0,3,4,1,2,4,0,0,528.0,5,0.0,1152.0,1680.0,1,1,1,4,1724,0,0,1724,1.0,0.0,1,1,3,1,4,7,7,1,2,1,1967.0,1,2.0,480.0,4,4,2,0,0,0,0,0,0,0,6,2009,9,4,197900
20,5,80.0,9600,1,3,3,0,4,0,17,1,2,0,2,5,5,1969,1969,1,1,6,6,128.0,3,4,1,2,4,2,0,553.0,4,147.0,588.0,1288.0,1,4,1,4,1336,0,0,1336,0.0,1.0,2,0,3,1,4,6,7,1,1,1,1969.0,1,2.0,502.0,4,4,2,312,11,0,0,0,0,650,8,2009,9,4,163000
20,5,75.0,9000,1,3,3,0,4,0,17,1,2,0,2,6,5,1969,1969,1,1,6,6,200.0,3,4,1,4,4,0,1,955.0,5,0.0,261.0,1216.0,1,4,1,4,1216,0,0,1216,1.0,0.0,1,0,3,1,4,5,7,0,2,1,1969.0,2,1.0,336.0,4,4,2,0,0,0,0,0,0,0,8,2009,9,0,113000
60,5,68.0,13774,1,0,3,0,4,0,17,2,2,0,5,7,7,1977,1992,3,1,6,6,283.0,3,2,2,2,4,3,2,432.0,5,0.0,476.0,908.0,1,0,1,4,1316,972,0,2288,0.0,0.0,1,2,4,1,2,8,7,2,4,1,1977.0,1,2.0,520.0,4,4,2,321,72,0,0,156,0,0,11,2009,9,4,230000
20,5,80.0,9650,1,3,3,0,4,0,17,2,2,0,2,6,5,1977,1977,1,1,9,10,360.0,3,4,1,2,4,3,0,686.0,5,0.0,664.0,1350.0,1,4,1,4,1334,0,0,1334,0.0,1.0,2,0,2,1,4,6,7,1,4,1,1977.0,1,2.0,630.0,4,4,2,0,16,0,0,0,0,0,4,2009,9,4,167900
20,5,78.0,10140,1,3,3,0,4,0,17,6,2,0,2,7,5,1998,1999,3,1,13,14,0.0,2,4,2,0,4,3,3,144.0,2,1127.0,379.0,1650.0,1,0,1,4,1680,0,0,1680,1.0,0.0,2,0,3,1,2,7,0,1,4,1,1998.0,0,2.0,583.0,4,4,2,78,73,0,0,0,0,0,6,2009,9,4,213250
60,5,70.0,8400,1,3,3,0,4,0,17,2,2,0,5,8,6,2001,2001,1,1,13,14,0.0,2,4,2,2,4,3,2,643.0,5,0.0,167.0,810.0,1,0,1,4,810,855,0,1665,1.0,0.0,2,1,3,1,2,6,7,0,2,1,2001.0,0,2.0,528.0,4,4,2,0,45,0,0,0,0,0,11,2009,9,4,227000
20,5,62.0,7130,1,3,3,0,4,0,15,2,2,0,2,5,6,1967,1967,1,1,6,6,0.0,3,4,2,4,4,3,1,648.0,5,0.0,216.0,864.0,1,4,1,4,864,0,0,864,0.0,1.0,1,0,2,1,4,5,7,0,2,1,1967.0,0,1.0,312.0,4,4,2,0,0,0,0,0,0,0,6,2009,9,4,130000
20,5,80.0,9600,1,3,3,0,4,0,15,2,2,0,2,5,5,1967,1967,3,1,6,6,0.0,3,4,1,4,4,3,5,0.0,5,0.0,1568.0,1568.0,1,4,1,4,1568,0,0,1568,0.0,0.0,1,1,3,1,4,7,7,0,2,1,1967.0,2,2.0,440.0,4,4,2,160,40,0,0,0,0,0,3,2009,0,4,143000
20,5,70.0,9100,1,3,3,0,4,0,15,2,2,0,2,5,6,1965,1965,1,1,13,14,0.0,3,4,1,4,4,3,1,338.0,4,466.0,121.0,925.0,1,0,1,4,925,0,0,925,0.0,1.0,1,0,2,1,4,5,7,0,2,5,1965.0,2,1.0,429.0,4,4,2,0,0,0,0,0,0,0,7,2009,9,4,117500
60,5,80.0,9600,1,3,3,0,4,0,17,2,2,0,5,7,5,1974,1974,1,1,9,10,252.0,3,4,1,4,4,3,0,698.0,5,0.0,467.0,1165.0,1,2,1,4,1165,896,0,2061,0.0,1.0,2,1,4,1,4,8,7,1,4,1,1974.0,1,2.0,498.0,4,4,2,0,77,0,0,196,0,0,5,2009,0,0,168500
85,5,68.0,16500,1,3,3,0,4,0,17,2,2,0,6,6,5,1971,1971,3,1,6,6,509.0,3,4,1,2,4,0,2,962.0,5,0.0,270.0,1232.0,1,1,1,4,1320,0,0,1320,0.0,1.0,2,0,3,1,4,5,7,1,2,1,1971.0,1,2.0,495.0,4,4,2,0,20,0,0,0,0,0,5,2009,9,4,172500
20,5,68.0,9790,1,3,3,0,4,0,17,1,2,0,2,6,5,1967,1967,1,1,3,15,0.0,3,4,1,4,4,3,4,251.0,3,630.0,491.0,1372.0,1,4,1,4,1342,0,0,1342,0.0,0.0,2,0,3,1,4,7,7,1,2,1,1967.0,2,2.0,457.0,4,4,2,0,0,0,0,197,0,0,9,2009,9,4,161500
20,5,60.0,7436,1,3,3,0,4,0,15,2,2,0,2,4,7,1960,1960,1,1,13,14,0.0,3,4,1,4,4,3,0,734.0,5,0.0,160.0,894.0,1,2,1,4,894,0,0,894,1.0,0.0,1,0,2,1,4,5,7,1,3,5,1988.0,2,2.0,396.0,4,4,2,0,0,0,360,0,0,0,8,2009,9,4,141500
20,5,65.0,8125,1,3,3,0,4,0,15,2,2,0,2,5,7,1959,1959,3,1,8,8,0.0,3,4,1,4,4,3,1,403.0,5,0.0,461.0,864.0,1,0,1,4,864,0,0,864,0.0,0.0,1,0,3,1,4,5,7,0,2,5,1960.0,2,1.0,308.0,4,4,2,0,0,0,0,0,0,0,9,2009,9,4,118000
20,5,70.0,9100,1,3,3,0,4,0,15,2,2,0,2,6,6,1959,1959,3,1,14,15,0.0,3,4,1,4,4,3,4,612.0,5,0.0,252.0,864.0,1,0,1,4,864,0,0,864,0.0,0.0,1,0,2,1,4,5,7,0,2,5,2008.0,2,1.0,300.0,0,0,2,0,0,0,0,0,0,450,10,2009,9,4,127500
20,5,68.0,9450,1,0,3,0,0,0,15,2,2,0,2,4,5,1957,1957,1,1,14,15,160.0,3,4,1,4,4,3,1,775.0,5,0.0,265.0,1040.0,1,4,1,4,1362,0,0,1362,1.0,0.0,1,0,3,1,4,6,7,1,2,1,1982.0,1,3.0,768.0,4,4,2,0,0,84,0,0,0,0,5,2009,9,4,140000
20,5,68.0,13495,1,0,3,0,0,0,15,2,2,0,2,5,6,1956,1956,1,1,14,15,70.0,3,2,1,4,4,3,1,625.0,3,201.0,222.0,1048.0,1,1,1,4,1728,0,0,1728,1.0,0.0,2,0,3,1,4,7,2,1,2,5,1956.0,2,2.0,576.0,4,4,2,0,99,0,0,0,0,0,7,2009,9,4,177625
90,5,85.0,11475,1,3,3,0,0,0,15,2,2,2,2,5,5,1958,1958,1,1,13,14,95.0,3,4,1,4,4,3,5,0.0,5,0.0,1584.0,1584.0,1,4,1,4,1776,0,0,1776,1.0,0.0,2,0,4,2,4,9,7,0,2,5,1968.0,2,3.0,888.0,4,4,2,0,25,0,0,0,0,0,7,2009,0,0,110000
20,5,100.0,10004,1,3,3,0,4,0,15,2,2,0,2,6,6,1964,1964,1,1,6,10,180.0,3,4,1,4,4,3,4,196.0,1,345.0,975.0,1516.0,1,4,1,4,1516,0,0,1516,0.0,0.0,1,1,3,1,4,6,7,0,2,1,1964.0,1,2.0,472.0,4,4,2,0,0,0,0,152,0,0,2,2009,9,4,167000
20,5,85.0,9350,1,3,3,0,4,0,15,2,2,0,2,5,6,1961,1995,1,1,14,15,217.0,3,4,1,4,4,3,0,310.0,1,512.0,491.0,1313.0,1,4,1,4,1313,0,0,1313,1.0,0.0,1,1,3,1,2,6,7,1,4,1,1961.0,1,2.0,610.0,4,4,2,172,28,0,0,121,0,0,2,2009,9,4,153000
