Overall Qual,Gr Liv Area,1st Flr SF,Total Bsmt SF,2nd Flr SF,BsmtFin SF 1,Full Bath,Lot Area,Garage Cars,Garage Area,Year Built,Year Remod/Add,Kitchen Qual,Lot Frontage,Bsmt Unf SF,Mas Vnr Area,Neighborhood,Garage Yr Blt,Screen Porch,Wood Deck SF,SalePrice
4,704,704,560.0,0,0.0,1,4280,1.0,220.0,1946,2001,1,50.0,560.0,0.0,22,1946.0,0,0,88750
5,1200,1200,1200.0,0,1200.0,3,10800,0.0,0.0,1987,1988,4,60.0,0.0,0.0,7,1979.0,0,120,179000
5,1200,1200,1200.0,0,1200.0,3,10800,0.0,0.0,1987,1988,4,60.0,0.0,0.0,7,1979.0,0,120,179000
5,1152,1152,1152.0,0,1152.0,2,10547,1.0,252.0,1978,1978,4,68.0,0.0,0.0,7,1960.0,0,0,159900
1,904,904,683.0,0,350.0,0,10020,0.0,0.0,1922,1950,1,68.0,333.0,0.0,7,1979.0,0,0,61000
6,1369,697,672.0,672,551.0,2,6629,1.0,300.0,1925,1950,4,54.0,121.0,0.0,7,1930.0,0,147,103600
5,1112,687,585.0,425,0.0,2,9780,1.0,226.0,1934,1950,4,60.0,585.0,0.0,7,1934.0,0,0,63000
5,1464,1464,520.0,0,444.0,2,12886,2.0,480.0,1963,1999,4,70.0,76.0,0.0,22,1997.0,100,302,175000
5,1121,1121,1121.0,0,651.0,1,8816,2.0,480.0,1963,1963,4,80.0,470.0,0.0,22,1963.0,0,0,139000
6,1683,918,918.0,765,226.0,2,11184,2.0,440.0,1978,1978,4,70.0,192.0,92.0,22,1978.0,0,243,172500
5,1052,1052,1052.0,0,527.0,1,11625,1.0,668.0,1967,1967,4,75.0,525.0,172.0,22,1984.0,0,0,113500
5,899,899,864.0,0,450.0,1,7800,1.0,288.0,1967,2004,2,65.0,414.0,89.0,22,1967.0,0,64,130000
6,1034,1034,456.0,0,456.0,1,8014,2.0,504.0,1978,1978,4,68.0,0.0,23.0,22,1978.0,0,0,149900
5,858,858,858.0,0,685.0,1,7252,2.0,576.0,1982,1982,4,68.0,173.0,0.0,22,1983.0,0,120,134900
5,860,860,840.0,0,672.0,1,8740,2.0,528.0,1982,1982,4,74.0,168.0,0.0,22,1996.0,0,0,137000
5,1092,1092,1092.0,0,170.0,1,11616,1.0,288.0,1962,1962,4,68.0,252.0,116.0,22,1962.0,0,0,139000
5,1774,904,552.0,611,0.0,2,15400,1.0,384.0,1961,1961,4,88.0,552.0,0.0,22,1961.0,0,290,165000
6,1138,1138,1138.0,0,588.0,1,15312,2.0,480.0,1960,1960,4,88.0,550.0,54.0,22,1960.0,140,0,148000
5,2071,2071,825.0,0,0.0,1,15584,1.0,336.0,1956,1956,4,68.0,825.0,366.0,4,1956.0,0,131,165000
2,660,660,0.0,0,0.0,1,9000,0.0,0.0,1947,1950,1,68.0,0.0,0.0,22,1979.0,0,0,63900
4,1788,1104,1104.0,684,0.0,1,11250,1.0,304.0,1957,1989,4,68.0,1104.0,0.0,4,1957.0,0,120,161500
5,1473,1473,1437.0,0,1324.0,1,25095,1.0,452.0,1968,2003,0,65.0,113.0,0.0,4,1968.0,60,0,143000
4,1229,1229,1134.0,0,1059.0,1,17140,1.0,284.0,1956,1956,4,68.0,75.0,0.0,7,1956.0,0,0,135000
4,861,861,861.0,0,262.0,1,12342,2.0,539.0,1940,1950,4,68.0,599.0,0.0,7,1961.0,0,158,82500
5,1867,1867,1617.0,0,379.0,1,10708,1.0,303.0,1955,1993,4,68.0,470.0,0.0,4,1955.0,142,476,190000
3,1733,1733,0.0,0,0.0,2,13680,2.0,452.0,1955,1955,4,68.0,0.0,0.0,7,1955.0,0,0,139600
4,1383,1383,0.0,0,0.0,1,15635,2.0,498.0,1954,1954,4,68.0,0.0,0.0,7,1980.0,110,0,122000
6,1689,1689,1436.0,0,0.0,1,9855,2.0,480.0,1956,1956,4,73.0,1436.0,0.0,7,1956.0,0,0,127500
5,1073,1073,1073.0,0,257.0,1,9571,1.0,340.0,1956,1956,4,68.0,816.0,0.0,7,1956.0,0,0,121500
5,1276,1276,1276.0,0,0.0,1,9571,1.0,350.0,1958,1958,4,68.0,1276.0,0.0,7,1958.0,0,0,60000
6,1639,892,747.0,747,342.0,1,9350,1.0,240.0,1946,1950,2,50.0,405.0,0.0,7,1946.0,0,0,154400
4,672,672,672.0,0,344.0,1,9340,1.0,234.0,1941,1950,4,50.0,328.0,0.0,7,1941.0,0,0,113000
5,1089,1089,1089.0,0,173.0,1,7440,1.0,252.0,1954,1954,4,62.0,916.0,0.0,7,1954.0,0,328,125000
4,845,845,0.0,0,0.0,1,11500,1.0,290.0,1957,1957,4,68.0,0.0,0.0,7,1957.0,0,186,84000
5,1049,1049,1049.0,0,552.0,2,4235,1.0,266.0,1984,1984,2,42.0,104.0,149.0,7,1984.0,0,0,139500
5,1716,1148,768.0,568,292.0,1,11409,1.0,281.0,1949,2008,4,60.0,476.0,0.0,7,1949.0,160,0,131000
6,1258,698,560.0,560,204.0,1,9060,1.0,280.0,1939,1950,4,60.0,356.0,0.0,7,1939.0,0,0,105000
4,1510,755,755.0,755,0.0,1,9084,1.0,296.0,1940,1950,4,60.0,755.0,0.0,7,1940.0,0,120,108000
7,1061,1061,1054.0,0,460.0,1,10778,2.0,462.0,1990,1991,2,74.0,308.0,0.0,23,1990.0,0,114,162000
6,1338,1338,520.0,0,70.0,1,19255,2.0,576.0,1983,1983,2,66.0,0.0,100.0,23,1983.0,0,0,156500
8,2132,1496,1496.0,636,1441.0,1,12327,2.0,612.0,1983,2009,2,79.0,55.0,0.0,23,1983.0,0,349,316600
7,2196,2196,2158.0,0,485.0,2,14684,3.0,701.0,1990,1991,2,90.0,1496.0,234.0,23,1990.0,0,84,271900
7,1775,1006,740.0,769,513.0,2,9317,2.0,425.0,1993,1993,2,75.0,227.0,137.0,23,1993.0,0,234,213000
7,1879,1079,1079.0,800,474.0,2,10560,2.0,473.0,1993,1994,2,85.0,605.0,0.0,23,1993.0,0,400,239900
8,2020,1142,1128.0,878,584.0,2,9828,2.0,466.0,1995,1995,2,80.0,544.0,0.0,23,1995.0,0,0,239500
5,2016,1288,0.0,728,0.0,1,26400,2.0,576.0,1880,2007,4,120.0,0.0,0.0,23,1900.0,0,0,131000
5,1535,1535,0.0,0,0.0,2,7018,2.0,410.0,1979,1979,4,64.0,0.0,0.0,23,1979.0,0,0,118964
5,1224,1224,1086.0,0,1086.0,0,7018,2.0,528.0,1979,1979,4,64.0,0.0,275.0,23,1979.0,0,120,153337
5,2228,1114,0.0,1114,0.0,2,7018,2.0,720.0,1979,1979,4,64.0,0.0,0.0,23,1979.0,0,73,147983
5,1535,1535,0.0,0,0.0,2,7018,2.0,400.0,1979,1979,4,64.0,0.0,0.0,23,1979.0,0,0,118858
5,1535,1535,0.0,0,0.0,2,7018,2.0,400.0,1979,1979,4,64.0,0.0,0.0,23,1979.0,0,0,118858
5,2240,1120,0.0,1120,0.0,2,7018,2.0,528.0,1979,1979,4,64.0,0.0,0.0,23,1979.0,0,154,142953
5,1229,1229,1094.0,0,1094.0,0,7040,2.0,672.0,1979,1979,2,64.0,0.0,216.0,23,1979.0,0,120,148325
5,1513,1513,0.0,0,0.0,2,7007,2.0,400.0,1979,1979,4,64.0,0.0,0.0,23,1979.0,0,0,113722
7,2787,1168,1168.0,1619,820.0,4,11855,4.0,820.0,2000,2000,4,68.0,348.0,23.0,23,2000.0,0,312,269500
7,2787,1168,1168.0,1619,820.0,4,7939,4.0,820.0,2000,2000,4,68.0,348.0,23.0,23,2000.0,0,312,269500
7,2787,1168,1168.0,1619,820.0,4,7976,4.0,820.0,2000,2000,4,68.0,348.0,23.0,23,2000.0,0,312,269500
9,1680,1680,1555.0,0,1021.0,1,10933,3.0,1138.0,2009,2009,0,84.0,534.0,242.0,5,2009.0,0,185,323262
8,1718,1718,1705.0,0,1288.0,2,10637,3.0,826.0,2007,2008,2,79.0,417.0,336.0,5,2007.0,0,208,297000
8,1630,1630,1622.0,0,0.0,2,10226,3.0,860.0,2008,2008,0,61.0,1622.0,270.0,5,2008.0,0,172,295493
9,1720,1720,1720.0,0,1104.0,2,10816,3.0,846.0,2008,2008,0,65.0,616.0,364.0,5,2008.0,0,208,332000
8,1468,1468,1468.0,0,0.0,2,9178,3.0,904.0,2008,2008,2,71.0,1468.0,0.0,5,2008.0,0,192,239900
8,1768,866,866.0,902,20.0,2,10769,2.0,578.0,2007,2007,2,68.0,846.0,0.0,5,2007.0,0,144,212000
8,1838,1838,1838.0,0,1359.0,2,11422,2.0,524.0,2007,2008,2,77.0,479.0,352.0,5,2007.0,0,154,272500
9,1800,1800,1800.0,0,0.0,2,11923,2.0,702.0,2007,2007,0,122.0,1800.0,0.0,5,2007.0,0,288,239000
7,1604,1604,1604.0,0,1334.0,2,8814,2.0,660.0,2006,2006,2,68.0,270.0,180.0,5,2006.0,0,123,220000
7,1290,1290,1282.0,0,902.0,2,6762,2.0,662.0,2007,2007,2,64.0,380.0,0.0,5,2007.0,0,168,200000
8,1254,1254,1254.0,0,872.0,2,10324,3.0,810.0,2008,2008,2,95.0,382.0,140.0,5,2008.0,0,168,221800
7,1232,1232,1232.0,0,724.0,2,7314,2.0,632.0,2007,2007,2,64.0,508.0,82.0,5,2007.0,0,132,194500
8,1498,1498,1498.0,0,24.0,2,11645,3.0,844.0,2005,2006,2,78.0,1474.0,76.0,5,2005.0,0,144,237000
6,1422,704,704.0,718,0.0,2,11646,2.0,440.0,2005,2006,2,79.0,704.0,0.0,5,2005.0,0,36,173000
7,1644,1644,1518.0,0,1518.0,2,12800,2.0,569.0,1989,1989,2,68.0,0.0,145.0,23,1989.0,396,80,275000
7,1759,944,1449.0,815,800.0,2,16698,2.0,525.0,1992,1993,2,68.0,649.0,0.0,4,1992.0,0,150,233500
5,2126,1160,1013.0,966,249.0,2,28698,2.0,538.0,1967,1967,4,68.0,0.0,0.0,4,1967.0,225,486,185000
5,1040,1040,1040.0,0,732.0,1,12464,2.0,576.0,1996,1996,2,82.0,308.0,0.0,5,2000.0,0,168,152000
5,990,990,990.0,0,755.0,1,9757,1.0,440.0,1994,1994,4,65.0,235.0,0.0,5,1995.0,92,66,143000
6,1764,928,928.0,836,821.0,2,15426,2.0,470.0,1997,1997,2,65.0,107.0,0.0,5,1997.0,0,276,231500
7,1661,827,799.0,834,385.0,2,10667,2.0,550.0,1996,1996,2,43.0,70.0,0.0,5,1996.0,0,158,212000
7,1463,1463,1463.0,0,950.0,2,14753,2.0,539.0,1998,1998,4,65.0,513.0,0.0,5,1998.0,0,0,207000
5,1097,1097,1097.0,0,0.0,1,10859,2.0,672.0,1994,1995,4,112.0,1097.0,0.0,5,1995.0,0,392,145000
5,990,990,990.0,0,746.0,1,8072,2.0,480.0,1994,1995,4,60.0,244.0,0.0,5,2000.0,0,0,138000
7,1779,866,866.0,913,0.0,2,10400,2.0,546.0,1998,1998,2,80.0,866.0,0.0,5,1998.0,0,198,197900
7,1501,1501,1490.0,0,679.0,2,10335,2.0,577.0,1999,1999,2,78.0,811.0,183.0,5,1999.0,0,144,204000
7,1431,1431,1431.0,0,560.0,2,9017,2.0,666.0,1999,1999,2,68.0,871.0,0.0,5,1999.0,0,0,192000
6,1772,928,928.0,844,606.0,2,8750,2.0,492.0,1998,1998,4,70.0,322.0,120.0,5,1998.0,0,150,200000
7,1660,831,831.0,829,0.0,2,8935,2.0,493.0,2002,2002,2,68.0,831.0,95.0,5,2002.0,0,144,195000
7,1573,1573,1573.0,0,788.0,2,9808,2.0,544.0,2002,2002,2,67.0,785.0,110.0,5,2002.0,0,0,227000
7,1840,944,944.0,896,666.0,2,12420,2.0,622.0,2001,2001,2,79.0,278.0,0.0,5,2001.0,0,0,230000
7,1430,1430,1413.0,0,0.0,2,16285,2.0,605.0,2001,2002,2,67.0,1413.0,0.0,5,2001.0,0,0,187100
7,1444,1444,1431.0,0,1259.0,2,10739,2.0,577.0,2002,2001,2,65.0,172.0,68.0,5,2002.0,0,144,203000
7,1492,1492,1492.0,0,24.0,2,11166,2.0,608.0,2001,2001,2,75.0,1468.0,180.0,5,2001.0,168,0,201000
5,1040,1040,1040.0,0,616.0,2,8430,0.0,0.0,1978,1978,4,60.0,424.0,136.0,5,1979.0,0,0,124000
5,907,907,907.0,0,625.0,1,16269,1.0,343.0,1978,1978,4,68.0,282.0,76.0,5,1978.0,0,72,140000
5,914,914,914.0,0,710.0,1,6950,2.0,444.0,1979,1979,4,76.0,132.0,40.0,5,1979.0,0,0,134900
5,1040,1040,1040.0,0,532.0,2,8800,2.0,484.0,1977,2008,2,61.0,364.0,0.0,5,1977.0,288,0,150500
5,864,864,864.0,0,646.0,1,7000,1.0,336.0,1978,2005,4,68.0,218.0,90.0,5,1978.0,0,0,136500
5,1268,1268,1268.0,0,196.0,1,9286,1.0,252.0,1977,1989,2,68.0,1072.0,0.0,5,1978.0,0,173,143500
5,864,864,864.0,0,460.0,1,15523,1.0,338.0,1972,1972,4,36.0,404.0,0.0,5,1972.0,0,0,133500
5,894,894,894.0,0,777.0,1,7200,2.0,600.0,1972,1972,4,60.0,117.0,0.0,5,1985.0,0,215,123000
5,768,768,768.0,0,660.0,1,7200,1.0,396.0,1972,2003,4,60.0,108.0,0.0,5,1974.0,0,192,133900
5,768,768,768.0,0,656.0,1,8445,2.0,396.0,1972,2007,4,70.0,112.0,0.0,5,1988.0,0,58,133000
7,1611,1611,1569.0,0,1234.0,2,11664,3.0,1231.0,2002,2002,2,90.0,335.0,0.0,5,2002.0,0,262,250000
8,2184,1068,1068.0,1116,0.0,2,12334,2.0,570.0,2003,2003,2,68.0,1068.0,198.0,5,2003.0,0,192,254750
8,1788,1788,1753.0,0,0.0,2,11838,2.0,522.0,2001,2001,0,68.0,1753.0,0.0,5,2001.0,0,202,236500
8,1872,1299,1299.0,573,990.0,2,11885,2.0,531.0,2001,2001,0,68.0,309.0,108.0,5,2001.0,0,160,261500
9,2153,1476,1440.0,677,904.0,2,11050,3.0,736.0,2000,2000,0,68.0,536.0,204.0,5,2000.0,0,253,313000
7,1725,840,840.0,885,0.0,2,8749,2.0,550.0,2002,2002,2,70.0,840.0,0.0,5,2002.0,0,0,198500
7,1870,944,944.0,926,0.0,2,11250,2.0,608.0,2001,2001,2,68.0,944.0,0.0,5,2001.0,0,256,211000
8,1513,1513,1462.0,0,1246.0,2,15750,2.0,521.0,1999,2000,2,90.0,216.0,260.0,5,1999.0,0,135,220000
7,1504,1504,1504.0,0,690.0,2,11883,2.0,478.0,1996,1996,2,73.0,814.0,196.0,5,1996.0,0,115,203000
8,1828,1828,1822.0,0,1360.0,2,12782,2.0,523.0,2002,2003,2,68.0,462.0,164.0,5,2002.0,0,194,279500
7,1417,1417,1417.0,0,1111.0,2,8750,2.0,511.0,1997,1998,2,70.0,306.0,209.0,5,1997.0,117,60,210000
7,2034,1057,1057.0,977,739.0,2,9375,2.0,645.0,1997,1998,2,68.0,318.0,573.0,5,1998.0,0,576,219500
7,1716,909,880.0,807,0.0,2,8750,2.0,512.0,1996,1996,2,70.0,880.0,0.0,5,1996.0,0,0,191000
7,1212,1212,1212.0,0,0.0,2,9100,2.0,573.0,2001,2001,2,70.0,1212.0,0.0,5,2001.0,0,356,178000
7,1630,1630,1630.0,0,0.0,2,9750,2.0,451.0,2000,2001,2,75.0,1630.0,171.0,5,2000.0,0,74,213000
6,848,848,848.0,0,685.0,1,4435,2.0,420.0,2003,2004,2,68.0,163.0,170.0,5,2003.0,0,140,144000
6,848,848,848.0,0,685.0,1,4435,2.0,420.0,2003,2003,2,68.0,163.0,170.0,5,2003.0,0,140,140000
8,1602,1602,1578.0,0,1478.0,2,10200,3.0,810.0,2007,2007,2,85.0,100.0,180.0,5,2007.0,195,0,293200
7,1728,864,864.0,864,0.0,2,9313,2.0,572.0,2004,2004,2,65.0,864.0,0.0,5,2004.0,0,187,190000
7,1500,1500,1500.0,0,20.0,2,8487,2.0,570.0,2004,2004,2,63.0,1480.0,210.0,5,2004.0,0,192,190000
6,1476,738,738.0,738,193.0,2,8633,2.0,540.0,2005,2005,2,64.0,545.0,0.0,5,2005.0,0,100,173500
6,1396,608,608.0,788,0.0,2,11069,2.0,440.0,2007,2007,2,85.0,608.0,0.0,5,2007.0,0,100,170000
4,1126,1126,0.0,0,0.0,2,8777,2.0,520.0,1949,2003,2,67.0,0.0,0.0,7,2002.0,0,0,108000
5,1486,1486,1486.0,0,637.0,1,9937,2.0,480.0,1964,1999,4,75.0,849.0,0.0,7,1968.0,0,0,167000
4,816,816,816.0,0,690.0,1,8877,1.0,288.0,1938,1958,4,67.0,126.0,0.0,7,1958.0,0,0,100000
7,1922,495,0.0,1427,0.0,3,7301,2.0,672.0,2003,2003,2,64.0,0.0,500.0,7,2003.0,0,0,198500
6,1426,698,690.0,728,535.0,1,7950,2.0,440.0,1977,1977,4,75.0,155.0,140.0,7,1977.0,0,252,159500
4,1149,1149,1014.0,0,399.0,1,10682,1.0,544.0,1960,1971,4,80.0,615.0,0.0,7,1968.0,0,0,127000
6,1125,1125,1041.0,0,631.0,1,7200,1.0,352.0,1976,1976,4,72.0,410.0,255.0,7,1977.0,0,296,125000
9,1698,1698,1698.0,0,1234.0,2,13286,3.0,768.0,2007,2008,0,86.0,464.0,340.0,7,2007.0,0,327,320000
6,1072,1072,547.0,0,547.0,1,3675,2.0,525.0,2005,2006,4,35.0,0.0,80.0,7,2005.0,0,0,145500
5,698,698,698.0,0,0.0,1,9405,0.0,0.0,1947,2008,4,50.0,698.0,0.0,7,1979.0,0,0,118000
4,876,876,876.0,0,332.0,1,6410,1.0,320.0,1959,1959,4,64.0,301.0,0.0,7,1959.0,0,0,85000
5,1368,1368,1078.0,0,1078.0,1,11767,1.0,195.0,1950,1950,4,70.0,0.0,0.0,7,1950.0,0,0,120000
4,1529,1088,0.0,441,0.0,2,8405,1.0,240.0,1945,1950,4,50.0,0.0,0.0,7,1945.0,0,92,98000
5,864,864,864.0,0,0.0,1,4060,0.0,0.0,1922,1950,4,56.0,864.0,0.0,7,1979.0,0,0,99900
3,944,944,0.0,0,0.0,1,10206,2.0,528.0,1952,1952,1,74.0,0.0,0.0,7,1956.0,0,0,82000
5,1678,1678,1678.0,0,0.0,2,10926,0.0,0.0,1959,1959,4,65.0,1678.0,74.0,7,1979.0,0,0,119900
5,1560,1560,1150.0,0,546.0,1,11767,1.0,313.0,1956,1956,4,70.0,604.0,259.0,7,1956.0,0,0,103500
4,960,960,672.0,0,0.0,1,8926,1.0,288.0,1956,1956,4,68.0,672.0,0.0,7,1956.0,160,64,112000
6,1196,684,684.0,512,0.0,1,12354,2.0,528.0,1920,2000,2,67.0,684.0,0.0,7,2005.0,0,0,110000
5,1298,854,720.0,444,626.0,1,8212,1.0,256.0,1941,1950,4,45.0,94.0,0.0,7,1940.0,0,84,122000
5,1604,984,984.0,620,408.0,2,10998,2.0,660.0,1941,1960,4,60.0,156.0,0.0,7,1977.0,0,0,117000
5,1268,832,832.0,436,832.0,1,6300,1.0,250.0,1938,1950,4,70.0,0.0,88.0,21,1938.0,0,0,160000
5,1520,848,793.0,672,182.0,1,4500,1.0,281.0,1932,2000,4,55.0,611.0,0.0,21,1968.0,0,0,159434
2,438,438,290.0,0,290.0,1,8400,1.0,246.0,1920,1950,1,60.0,0.0,0.0,21,1930.0,0,0,60000
6,1489,944,778.0,545,0.0,2,9900,1.0,240.0,1940,1950,4,60.0,778.0,0.0,21,1940.0,0,335,139500
7,3082,1687,824.0,998,523.0,2,15863,2.0,672.0,1920,1970,4,102.0,301.0,0.0,21,1970.0,0,136,197000
6,1242,647,583.0,595,0.0,1,5707,1.0,180.0,1935,1950,4,43.0,583.0,0.0,21,1926.0,0,329,105000
4,1981,1328,1122.0,653,622.0,2,7804,2.0,576.0,1928,1950,2,65.0,500.0,0.0,21,1981.0,0,431,135000
6,1232,1232,816.0,0,0.0,1,8574,2.0,440.0,1916,2000,2,64.0,816.0,0.0,6,1916.0,0,0,147500
6,1608,1160,976.0,448,264.0,2,6171,1.0,216.0,1925,1990,2,51.0,712.0,0.0,21,1925.0,0,147,137450
7,1135,575,560.0,560,350.0,1,7200,2.0,576.0,1936,2007,2,60.0,0.0,0.0,21,1971.0,0,256,155000
6,1913,1172,896.0,741,0.0,1,7558,2.0,342.0,1928,1950,4,57.0,896.0,0.0,6,1929.0,0,0,177000
7,1477,877,861.0,600,0.0,2,6292,1.0,216.0,1928,1950,4,52.0,861.0,0.0,21,1928.0,0,0,145000
7,1228,628,600.0,600,0.0,1,7155,1.0,215.0,1918,1990,4,53.0,600.0,0.0,6,1918.0,195,0,137000
7,2080,1276,1276.0,804,0.0,1,10918,1.0,282.0,1926,2004,2,53.0,1276.0,0.0,6,1926.0,145,0,234000
5,1567,840,840.0,727,728.0,1,13680,2.0,440.0,1940,1950,4,60.0,112.0,0.0,6,1961.0,0,0,205000
6,1494,753,771.0,741,547.0,1,7500,1.0,213.0,1942,1950,2,68.0,224.0,0.0,6,1942.0,224,0,177500
5,1308,976,728.0,332,428.0,1,9600,1.0,256.0,1940,1950,4,130.0,300.0,0.0,6,1940.0,0,0,160000
5,1273,1273,1273.0,0,793.0,1,14680,1.0,307.0,1960,1960,4,80.0,480.0,0.0,6,1960.0,115,483,155000
5,964,964,876.0,0,713.0,1,13360,2.0,432.0,1921,2006,4,80.0,163.0,0.0,6,1921.0,0,0,163500
5,1343,820,731.0,523,0.0,1,7681,1.0,186.0,1921,1950,4,54.0,731.0,0.0,6,1921.0,0,192,154900
7,2480,1240,920.0,1240,246.0,2,8145,2.0,400.0,1940,1950,4,68.0,674.0,0.0,6,1940.0,0,0,205000
5,1112,1112,1112.0,0,154.0,1,9100,1.0,390.0,1954,1954,4,70.0,264.0,0.0,6,1954.0,0,0,144800
7,1564,860,704.0,704,275.0,1,12000,1.0,234.0,1941,1950,1,75.0,429.0,0.0,6,1941.0,0,0,174500
6,1561,1561,1561.0,0,65.0,2,13339,2.0,463.0,1960,1960,4,90.0,621.0,132.0,6,1960.0,120,0,193000
5,1523,986,1067.0,537,312.0,2,15600,1.0,295.0,1949,2005,1,78.0,248.0,0.0,6,1949.0,0,0,158000
6,1152,1152,1092.0,0,0.0,1,14000,1.0,300.0,1950,2004,2,80.0,1092.0,0.0,6,1950.0,0,0,158500
6,1906,1906,1310.0,0,784.0,1,17500,2.0,576.0,1954,1954,4,100.0,91.0,420.0,6,1954.0,0,0,224000
6,1032,516,516.0,516,0.0,1,1733,2.0,452.0,1980,1980,4,24.0,516.0,0.0,1,1980.0,0,279,115000
6,1229,561,561.0,668,471.0,1,1488,2.0,462.0,1980,1992,2,24.0,90.0,0.0,1,1980.0,0,176,137000
6,1229,561,561.0,668,0.0,1,1612,2.0,462.0,1980,1980,4,24.0,561.0,0.0,1,1980.0,0,154,121000
6,1229,561,561.0,668,285.0,1,1300,2.0,462.0,1980,1980,4,24.0,276.0,0.0,1,1980.0,0,150,124000
6,1982,1182,572.0,800,454.0,2,13607,2.0,501.0,1986,1986,4,68.0,118.0,242.0,6,1986.0,0,400,208000
7,2365,2365,1803.0,0,803.0,2,17597,2.0,551.0,1971,2009,0,68.0,581.0,0.0,6,1971.0,0,200,315000
6,1680,1680,880.0,0,808.0,2,21695,2.0,540.0,1988,2007,2,68.0,72.0,260.0,6,1988.0,0,292,222000
5,1344,672,672.0,672,456.0,1,10690,1.0,468.0,1920,1997,4,59.0,216.0,0.0,11,1964.0,0,0,147000
5,2168,928,760.0,928,0.0,2,8660,2.0,576.0,1900,1993,2,50.0,760.0,0.0,11,1998.0,0,467,123000
5,1192,596,596.0,596,0.0,1,6402,1.0,189.0,1920,1950,4,60.0,596.0,0.0,11,1920.0,0,0,78000
3,1526,1013,1013.0,0,0.0,1,8470,0.0,0.0,1915,1982,1,105.0,1013.0,0.0,11,1979.0,0,0,85000
4,572,572,572.0,0,0.0,1,10200,1.0,200.0,1925,1950,4,60.0,572.0,0.0,11,1940.0,0,0,75000
8,1648,1648,1596.0,0,1476.0,2,3843,2.0,482.0,2007,2008,0,44.0,120.0,174.0,6,2007.0,0,162,230000
2,810,810,0.0,0,0.0,1,21780,1.0,280.0,1910,1950,4,109.0,0.0,0.0,11,1975.0,0,119,57625
8,2052,1040,1107.0,1012,445.0,2,10125,3.0,642.0,2000,2001,2,75.0,412.0,0.0,14,2000.0,0,210,251000
7,2149,1518,1434.0,631,1351.0,1,12822,2.0,670.0,2003,2003,2,48.0,83.0,0.0,14,2003.0,198,168,239686
7,1710,1710,1710.0,0,0.0,2,12118,2.0,550.0,2004,2005,2,43.0,1710.0,108.0,14,2004.0,180,100,240000
6,1961,804,804.0,1157,690.0,2,12209,2.0,560.0,2001,2002,2,71.0,114.0,0.0,14,2001.0,0,125,215000
6,926,926,902.0,0,767.0,1,9750,1.0,351.0,1977,1977,4,75.0,135.0,0.0,14,1977.0,0,319,156450
6,1287,1287,957.0,0,841.0,1,9360,2.0,541.0,1977,1977,4,72.0,0.0,0.0,14,1977.0,120,302,173000
5,1734,1302,0.0,432,0.0,2,10125,2.0,539.0,1977,1977,2,75.0,0.0,0.0,14,1977.0,0,0,126000
7,1217,1217,1188.0,0,611.0,2,9947,2.0,497.0,1990,1991,2,68.0,577.0,0.0,14,1990.0,0,168,173000
5,1595,1595,1582.0,0,55.0,2,11070,2.0,672.0,1991,1991,4,82.0,1527.0,0.0,14,1991.0,0,0,152000
6,1344,1344,819.0,0,111.0,1,14375,2.0,525.0,1958,1958,2,68.0,354.0,541.0,26,1958.0,233,0,137500
7,2036,2036,2136.0,0,1236.0,2,215245,2.0,513.0,1965,1965,4,150.0,80.0,0.0,26,1965.0,0,0,375000
9,1620,1620,1620.0,0,1022.0,2,12898,3.0,912.0,2007,2008,0,89.0,598.0,70.0,26,2008.0,0,228,315500
7,1692,846,846.0,846,0.0,2,13159,2.0,650.0,2009,2009,2,83.0,846.0,0.0,26,2009.0,0,208,224500
9,2036,2036,2190.0,0,1758.0,2,13438,3.0,780.0,2008,2008,0,113.0,432.0,246.0,26,2008.0,0,90,410000
9,1641,1641,1641.0,0,1115.0,2,14463,3.0,885.0,2008,2008,0,79.0,526.0,406.0,26,2008.0,0,0,316500
8,1466,1466,1466.0,0,16.0,2,8925,3.0,610.0,2007,2007,2,73.0,1450.0,0.0,26,2007.0,0,100,201000
6,1412,1412,1392.0,0,1005.0,2,11457,2.0,576.0,1988,1988,2,130.0,387.0,0.0,26,1988.0,0,0,175000
6,2237,1375,712.0,862,462.0,2,9839,2.0,440.0,1980,2006,2,68.0,250.0,0.0,26,1980.0,0,305,204000
7,1479,1479,1645.0,0,904.0,2,14419,2.0,578.0,1987,1989,2,125.0,117.0,310.0,26,1987.0,0,224,213500
8,1296,1296,1267.0,0,1005.0,2,6853,2.0,471.0,2001,2002,2,68.0,262.0,136.0,26,2001.0,0,192,220000
7,2014,1072,912.0,942,0.0,2,9157,2.0,486.0,2003,2003,2,75.0,912.0,0.0,26,2003.0,0,124,170000
9,1838,1838,1838.0,0,1260.0,2,14601,3.0,765.0,2006,2006,0,85.0,578.0,584.0,26,2006.0,0,270,315000
9,1978,1978,1978.0,0,1640.0,2,12633,3.0,920.0,2007,2007,0,85.0,338.0,290.0,26,2007.0,0,308,425000
5,1008,1008,1008.0,0,532.0,1,12518,1.0,384.0,1968,1968,2,75.0,476.0,182.0,14,1968.0,0,144,139500
5,1771,1771,0.0,0,0.0,1,21750,2.0,336.0,1960,2006,4,100.0,0.0,75.0,14,1960.0,0,0,115000
6,1204,1204,1204.0,0,866.0,2,4500,2.0,412.0,1998,1998,4,32.0,338.0,320.0,14,1998.0,0,0,162000
